orf_id,sequence_id,start,end,strand,frame,length_bp,length_aa,start_codon,confidence_score,overlap_flag,overlap_with
NC_007372.1_predicted_orf_4,NC_007372.1,93,224,-,-3,132,43,TTG,0.4418,Overlap,"ORF_NC_007372.1_+3_21_233,ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-2_52_168,ORF_NC_007372.1_+2_119_391"
NC_007372.1_predicted_orf_5,NC_007372.1,296,451,-,-1,156,51,ATG,0.6189,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_+2_119_391"
NC_007372.1_predicted_orf_6,NC_007372.1,432,527,-,-3,96,31,TTG,0.4117,Overlap,ORF_NC_007372.1_+1_25_2298
NC_007372.1_predicted_orf_7,NC_007372.1,541,654,-,-2,114,37,TTG,0.4234,Overlap,ORF_NC_007372.1_+1_25_2298
NC_007372.1_predicted_orf_8,NC_007372.1,672,944,-,-3,273,90,GTG,0.7093,Overlap,ORF_NC_007372.1_+1_25_2298
NC_007372.1_predicted_orf_9,NC_007372.1,901,1011,-,-2,111,36,TTG,0.4219,Overlap,ORF_NC_007372.1_+1_25_2298
NC_007372.1_predicted_orf_10,NC_007372.1,1008,1373,-,-3,366,121,ATG,0.9188,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-1_1022_1147,ORF_NC_007372.1_-2_1279_1404"
NC_007372.1_predicted_orf_11,NC_007372.1,1279,1404,-,-2,126,41,TTG,0.4365,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-3_1008_1373"
NC_007372.1_predicted_orf_12,NC_007372.1,1512,1682,-,-3,171,56,TTG,0.4884,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-1_1538_1651,ORF_NC_007372.1_-2_1582_1725"
NC_007372.1_predicted_orf_13,NC_007372.1,1582,1725,-,-2,144,47,TTG,0.4553,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-3_1512_1682,ORF_NC_007372.1_-1_1538_1651,ORF_NC_007372.1_+2_1634_1753"
NC_007372.1_predicted_orf_14,NC_007372.1,1679,1813,-,-1,135,44,TTG,0.4457,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_+2_1634_1753"
NC_007372.1_predicted_orf_15,NC_007372.1,1867,2016,-,-2,150,49,GTG,0.522,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-3_1881_2273"
NC_007372.1_predicted_orf_16,NC_007372.1,1881,2273,-,-3,393,130,ATG,0.94,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-2_1867_2016,ORF_NC_007372.1_+2_2072_2257,ORF_NC_007372.1_-2_2134_2319"
NC_007372.1_predicted_orf_17,NC_007372.1,2134,2319,-,-2,186,61,ATG,0.6592,Overlap,"ORF_NC_007372.1_+1_25_2298,ORF_NC_007372.1_-3_1881_2273,ORF_NC_007372.1_+2_2072_2257"
NC_007371.1_predicted_orf_1,NC_007371.1,25,2175,+,1,2151,716,ATG,1.0,Overlap,"ORF_NC_007371.1_+2_113_208,ORF_NC_007371.1_-3_177_314,ORF_NC_007371.1_-1_185_280,ORF_NC_007371.1_-2_340_462,ORF_NC_007371.1_+2_626_784,ORF_NC_007371.1_-2_646_915,ORF_NC_007371.1_-1_710_826,ORF_NC_007371.1_-1_836_934,ORF_NC_007371.1_+3_951_1070,ORF_NC_007371.1_-1_992_1090,ORF_NC_007371.1_-1_1094_1237,ORF_NC_007371.1_-3_1116_1346,ORF_NC_007371.1_-2_1282_1467,ORF_NC_007371.1_-3_1551_1745,ORF_NC_007371.1_-1_1604_1699,ORF_NC_007371.1_-3_1782_1964,ORF_NC_007371.1_+2_1859_2107,ORF_NC_007371.1_-3_2031_2147"
NC_007371.1_predicted_orf_2,NC_007371.1,177,314,-,-3,138,45,GTG,0.5088,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_-1_185_280"
NC_007371.1_predicted_orf_3,NC_007371.1,340,462,-,-2,123,40,GTG,0.4917,Overlap,ORF_NC_007371.1_+1_25_2175
NC_007371.1_predicted_orf_4,NC_007371.1,646,915,-,-2,270,89,ATG,0.7941,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_+2_626_784,ORF_NC_007371.1_-1_710_826,ORF_NC_007371.1_-1_836_934"
NC_007371.1_predicted_orf_5,NC_007371.1,836,934,-,-1,99,32,ATG,0.5636,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_-2_646_915"
NC_007371.1_predicted_orf_6,NC_007371.1,992,1090,-,-1,99,32,TTG,0.4135,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_+3_951_1070"
NC_007371.1_predicted_orf_7,NC_007371.1,1094,1237,-,-1,144,47,TTG,0.4551,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_-3_1116_1346"
NC_007371.1_predicted_orf_8,NC_007371.1,1116,1346,-,-3,231,76,ATG,0.73,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_-1_1094_1237,ORF_NC_007371.1_-2_1282_1467"
NC_007371.1_predicted_orf_9,NC_007371.1,1282,1467,-,-2,186,61,TTG,0.509,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_-3_1116_1346"
NC_007371.1_predicted_orf_10,NC_007371.1,1551,1745,-,-3,195,64,TTG,0.5226,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_-1_1604_1699"
NC_007371.1_predicted_orf_11,NC_007371.1,1782,1964,-,-3,183,60,TTG,0.5043,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_+2_1859_2107"
NC_007371.1_predicted_orf_12,NC_007371.1,2031,2147,-,-3,117,38,TTG,0.4266,Overlap,"ORF_NC_007371.1_+1_25_2175,ORF_NC_007371.1_+2_1859_2107"
NC_007366.1_predicted_orf_1,NC_007366.1,30,1730,+,3,1701,566,ATG,1.0,Overlap,"ORF_NC_007366.1_-2_40_162,ORF_NC_007366.1_-3_60_176,ORF_NC_007366.1_-1_77_187,ORF_NC_007366.1_+1_169_276,ORF_NC_007366.1_+1_280_411,ORF_NC_007366.1_+1_412_531,ORF_NC_007366.1_-3_417_545,ORF_NC_007366.1_-1_470_613,ORF_NC_007366.1_-3_546_650,ORF_NC_007366.1_+1_589_717,ORF_NC_007366.1_-1_665_772,ORF_NC_007366.1_-1_845_952,ORF_NC_007366.1_-3_885_1256,ORF_NC_007366.1_-1_959_1093,ORF_NC_007366.1_-1_1295_1510,ORF_NC_007366.1_-2_1324_1431,ORF_NC_007366.1_-1_1532_1726,ORF_NC_007366.1_+2_1616_1711,ORF_NC_007366.1_+1_1636_1743,ORF_NC_007366.1_-3_1644_1736"
NC_007366.1_predicted_orf_2,NC_007366.1,40,162,-,-2,123,40,TTG,0.4332,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-3_60_176,ORF_NC_007366.1_-1_77_187"
NC_007366.1_predicted_orf_3,NC_007366.1,60,176,-,-3,117,38,TTG,0.4272,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-2_40_162,ORF_NC_007366.1_-1_77_187"
NC_007366.1_predicted_orf_4,NC_007366.1,77,187,-,-1,111,36,GTG,0.4825,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-2_40_162,ORF_NC_007366.1_-3_60_176"
NC_007366.1_predicted_orf_5,NC_007366.1,417,545,-,-3,129,42,GTG,0.4996,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_+1_412_531,ORF_NC_007366.1_-1_470_613"
NC_007366.1_predicted_orf_6,NC_007366.1,470,613,-,-1,144,47,ATG,0.6029,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_+1_412_531,ORF_NC_007366.1_-3_417_545,ORF_NC_007366.1_-3_546_650"
NC_007366.1_predicted_orf_7,NC_007366.1,546,650,-,-3,105,34,TTG,0.4185,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-1_470_613,ORF_NC_007366.1_+1_589_717"
NC_007366.1_predicted_orf_8,NC_007366.1,665,772,-,-1,108,35,ATG,0.5702,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_+1_589_717"
NC_007366.1_predicted_orf_9,NC_007366.1,845,952,-,-1,108,35,TTG,0.4205,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-3_885_1256"
NC_007366.1_predicted_orf_10,NC_007366.1,885,1256,-,-3,372,123,ATG,0.924,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-1_845_952,ORF_NC_007366.1_-1_959_1093"
NC_007366.1_predicted_orf_11,NC_007366.1,1295,1510,-,-1,216,71,ATG,0.7054,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-2_1324_1431"
NC_007366.1_predicted_orf_12,NC_007366.1,1532,1726,-,-1,195,64,ATG,0.6725,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_+2_1616_1711,ORF_NC_007366.1_+1_1636_1743,ORF_NC_007366.1_-3_1644_1736"
NC_007366.1_predicted_orf_13,NC_007366.1,1636,1743,+,1,108,35,TTG,0.4205,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-1_1532_1726,ORF_NC_007366.1_+2_1616_1711,ORF_NC_007366.1_-3_1644_1736"
NC_007366.1_predicted_orf_14,NC_007366.1,1644,1736,-,-3,93,30,ATG,0.5596,Overlap,"ORF_NC_007366.1_+3_30_1730,ORF_NC_007366.1_-1_1532_1726,ORF_NC_007366.1_+2_1616_1711,ORF_NC_007366.1_+1_1636_1743"
NC_007369.1_predicted_orf_1,NC_007369.1,25,411,-,-1,387,128,TTG,0.786,Overlap,"ORF_NC_007369.1_+2_32_142,ORF_NC_007369.1_+1_46_1542,ORF_NC_007369.1_-3_191_499,ORF_NC_007369.1_-2_198_332"
NC_007369.1_predicted_orf_2,NC_007369.1,32,142,+,2,111,36,GTG,0.4828,Overlap,"ORF_NC_007369.1_-1_25_411,ORF_NC_007369.1_+1_46_1542"
NC_007369.1_predicted_orf_3,NC_007369.1,46,1542,+,1,1497,498,ATG,1.0,Overlap,"ORF_NC_007369.1_-1_25_411,ORF_NC_007369.1_+2_32_142,ORF_NC_007369.1_-3_191_499,ORF_NC_007369.1_-2_198_332,ORF_NC_007369.1_-1_442_768,ORF_NC_007369.1_-2_447_650,ORF_NC_007369.1_+2_671_772,ORF_NC_007369.1_+2_854_949,ORF_NC_007369.1_-2_858_959,ORF_NC_007369.1_+3_867_974,ORF_NC_007369.1_-2_1023_1232,ORF_NC_007369.1_-1_1144_1290,ORF_NC_007369.1_+2_1220_1366,ORF_NC_007369.1_-2_1236_1379,ORF_NC_007369.1_+2_1394_1489"
NC_007369.1_predicted_orf_4,NC_007369.1,191,499,-,-3,309,102,TTG,0.7034,Overlap,"ORF_NC_007369.1_-1_25_411,ORF_NC_007369.1_+1_46_1542,ORF_NC_007369.1_-2_198_332,ORF_NC_007369.1_-1_442_768,ORF_NC_007369.1_-2_447_650"
NC_007369.1_predicted_orf_5,NC_007369.1,442,768,-,-1,327,108,TTG,0.727,Overlap,"ORF_NC_007369.1_+1_46_1542,ORF_NC_007369.1_-3_191_499,ORF_NC_007369.1_-2_447_650,ORF_NC_007369.1_+2_671_772"
NC_007369.1_predicted_orf_6,NC_007369.1,858,959,-,-2,102,33,TTG,0.416,Overlap,"ORF_NC_007369.1_+1_46_1542,ORF_NC_007369.1_+2_854_949,ORF_NC_007369.1_+3_867_974"
NC_007369.1_predicted_orf_7,NC_007369.1,1023,1232,-,-2,210,69,GTG,0.6059,Overlap,"ORF_NC_007369.1_+1_46_1542,ORF_NC_007369.1_-1_1144_1290"
NC_007369.1_predicted_orf_8,NC_007369.1,1144,1290,-,-1,147,48,TTG,0.4584,Overlap,"ORF_NC_007369.1_+1_46_1542,ORF_NC_007369.1_-2_1023_1232,ORF_NC_007369.1_+2_1220_1366,ORF_NC_007369.1_-2_1236_1379"
NC_007369.1_predicted_orf_9,NC_007369.1,1236,1379,-,-2,144,47,ATG,0.6052,Overlap,"ORF_NC_007369.1_+1_46_1542,ORF_NC_007369.1_-1_1144_1290,ORF_NC_007369.1_+2_1220_1366"
NC_007368.1_predicted_orf_1,NC_007368.1,20,1429,+,2,1410,469,ATG,1.0,Overlap,"ORF_NC_007368.1_-1_31_360,ORF_NC_007368.1_-2_144_284,ORF_NC_007368.1_-2_336_623,ORF_NC_007368.1_-1_637_807,ORF_NC_007368.1_+3_747_929,ORF_NC_007368.1_-2_879_995,ORF_NC_007368.1_+3_954_1067,ORF_NC_007368.1_-1_1057_1209,ORF_NC_007368.1_+3_1080_1196,ORF_NC_007368.1_-2_1272_1391,ORF_NC_007368.1_-1_1285_1419,ORF_NC_007368.1_+3_1347_1445"
NC_007368.1_predicted_orf_2,NC_007368.1,31,360,-,-1,330,109,ATG,0.8804,Overlap,"ORF_NC_007368.1_+2_20_1429,ORF_NC_007368.1_-2_144_284"
NC_007368.1_predicted_orf_3,NC_007368.1,336,623,-,-2,288,95,TTG,0.6724,Overlap,ORF_NC_007368.1_+2_20_1429
NC_007368.1_predicted_orf_4,NC_007368.1,637,807,-,-1,171,56,ATG,0.6379,Overlap,"ORF_NC_007368.1_+2_20_1429,ORF_NC_007368.1_+3_747_929"
NC_007368.1_predicted_orf_5,NC_007368.1,879,995,-,-2,117,38,GTG,0.4885,Overlap,"ORF_NC_007368.1_+2_20_1429,ORF_NC_007368.1_+3_747_929"
NC_007368.1_predicted_orf_6,NC_007368.1,1057,1209,-,-1,153,50,ATG,0.6157,Overlap,"ORF_NC_007368.1_+2_20_1429,ORF_NC_007368.1_+3_1080_1196"
NC_007368.1_predicted_orf_7,NC_007368.1,1272,1391,-,-2,120,39,ATG,0.5812,Overlap,"ORF_NC_007368.1_+2_20_1429,ORF_NC_007368.1_-1_1285_1419"
NC_007368.1_predicted_orf_8,NC_007368.1,1285,1419,-,-1,135,44,ATG,0.5955,Overlap,"ORF_NC_007368.1_+2_20_1429,ORF_NC_007368.1_-2_1272_1391,ORF_NC_007368.1_+3_1347_1445"
NC_007368.1_predicted_orf_9,NC_007368.1,1347,1445,+,3,99,32,TTG,0.4136,Overlap,"ORF_NC_007368.1_+2_20_1429,ORF_NC_007368.1_-1_1285_1419"
NC_007370.1_predicted_orf_1,NC_007370.1,27,719,+,3,693,230,ATG,0.9986,Overlap,"ORF_NC_007370.1_-2_143_793,ORF_NC_007370.1_+1_493_864"
NC_007370.1_predicted_orf_2,NC_007370.1,143,793,-,-2,651,216,ATG,0.9978,Overlap,"ORF_NC_007370.1_+3_27_719,ORF_NC_007370.1_+1_493_864"
NC_007370.1_predicted_orf_3,NC_007370.1,493,864,+,1,372,123,TTG,0.7738,Overlap,"ORF_NC_007370.1_+3_27_719,ORF_NC_007370.1_-2_143_793"
NC_007367.1_predicted_orf_1,NC_007367.1,19,111,+,1,93,30,TTG,0.409,Overlap,"ORF_NC_007367.1_+2_26_784,ORF_NC_007367.1_+3_54_164"
NC_007367.1_predicted_orf_2,NC_007367.1,26,784,+,2,759,252,ATG,0.9994,Overlap,"ORF_NC_007367.1_+1_19_111,ORF_NC_007367.1_+3_54_164,ORF_NC_007367.1_-1_182_517,ORF_NC_007367.1_+3_210_347,ORF_NC_007367.1_-3_414_539,ORF_NC_007367.1_-2_508_633,ORF_NC_007367.1_+3_549_674,ORF_NC_007367.1_-1_710_859,ORF_NC_007367.1_+3_717_1007"
NC_007367.1_predicted_orf_3,NC_007367.1,182,517,-,-1,336,111,TTG,0.7377,Overlap,"ORF_NC_007367.1_+2_26_784,ORF_NC_007367.1_+3_210_347,ORF_NC_007367.1_-3_414_539"
NC_007367.1_predicted_orf_4,NC_007367.1,414,539,-,-3,126,41,ATG,0.5868,Overlap,"ORF_NC_007367.1_+2_26_784,ORF_NC_007367.1_-1_182_517"
NC_007367.1_predicted_orf_5,NC_007367.1,508,633,-,-2,126,41,ATG,0.5868,Overlap,"ORF_NC_007367.1_+2_26_784,ORF_NC_007367.1_+3_549_674"
NC_007367.1_predicted_orf_6,NC_007367.1,710,859,-,-1,150,49,TTG,0.4613,Overlap,"ORF_NC_007367.1_+2_26_784,ORF_NC_007367.1_+3_717_1007,ORF_NC_007367.1_-3_777_983"
NC_007367.1_predicted_orf_7,NC_007367.1,717,1007,+,3,291,96,ATG,0.8271,Overlap,"ORF_NC_007367.1_+2_26_784,ORF_NC_007367.1_-1_710_859,ORF_NC_007367.1_-3_777_983"
NC_007367.1_predicted_orf_8,NC_007367.1,777,983,-,-3,207,68,ATG,0.6911,Overlap,"ORF_NC_007367.1_-1_710_859,ORF_NC_007367.1_+3_717_1007"
