orf_id,sequence_id,start,end,strand,frame,length_bp,length_aa,start_codon,confidence_score,overlap_flag,overlap_with
ENA|PV935594|PV935594.1_predicted_orf_11,ENA|PV935594|PV935594.1,2095,2232,-,-1,138,45,GTG,0.5089,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_2178_2282"
ENA|PV935594|PV935594.1_predicted_orf_12,ENA|PV935594|PV935594.1,2260,2721,-,-1,462,153,GTG,0.8843,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-3_2531_2887,ORF_ENA|PV935594|PV935594.1_+3_2547_2654"
ENA|PV935594|PV935594.1_predicted_orf_13,ENA|PV935594|PV935594.1,2531,2887,-,-3,357,118,TTG,0.7601,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_2260_2721,ORF_ENA|PV935594|PV935594.1_+3_2547_2654,ORF_ENA|PV935594|PV935594.1_-1_2812_2919"
ENA|PV935594|PV935594.1_predicted_orf_14,ENA|PV935594|PV935594.1,2812,2919,-,-1,108,35,ATG,0.5704,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-3_2531_2887"
ENA|PV935594|PV935594.1_predicted_orf_15,ENA|PV935594|PV935594.1,2976,3233,-,-2,258,85,TTG,0.6248,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_2928_3176,ORF_ENA|PV935594|PV935594.1_-3_3065_3160,ORF_ENA|PV935594|PV935594.1_-3_3173_3268,ORF_ENA|PV935594|PV935594.1_+3_3177_3272"
ENA|PV935594|PV935594.1_predicted_orf_16,ENA|PV935594|PV935594.1,3173,3268,-,-3,96,31,TTG,0.4117,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-2_2976_3233,ORF_ENA|PV935594|PV935594.1_+3_3177_3272"
ENA|PV935594|PV935594.1_predicted_orf_17,ENA|PV935594|PV935594.1,3325,3420,-,-1,96,31,TTG,0.4099,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-3_3329_3436"
ENA|PV935594|PV935594.1_predicted_orf_18,ENA|PV935594|PV935594.1,3329,3436,-,-3,108,35,ATG,0.5692,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_3325_3420"
ENA|PV935594|PV935594.1_predicted_orf_19,ENA|PV935594|PV935594.1,3548,3658,-,-3,111,36,GTG,0.4833,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_3564_3722"
ENA|PV935594|PV935594.1_predicted_orf_20,ENA|PV935594|PV935594.1,3652,3747,-,-1,96,31,GTG,0.4716,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_3564_3722"
ENA|PV935594|PV935594.1_predicted_orf_21,ENA|PV935594|PV935594.1,3708,3800,-,-2,93,30,TTG,0.4077,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_22,ENA|PV935594|PV935594.1,3781,3984,-,-1,204,67,GTG,0.5959,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_3900_4073"
ENA|PV935594|PV935594.1_predicted_orf_23,ENA|PV935594|PV935594.1,4108,4206,-,-1,99,32,TTG,0.4132,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_24,ENA|PV935594|PV935594.1,4161,4262,-,-2,102,33,TTG,0.4155,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_25,ENA|PV935594|PV935594.1,4294,4428,-,-1,135,44,ATG,0.5957,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_4287_4400"
ENA|PV935594|PV935594.1_predicted_orf_26,ENA|PV935594|PV935594.1,4843,4992,-,-1,150,49,ATG,0.6122,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-3_4871_4981"
ENA|PV935594|PV935594.1_predicted_orf_27,ENA|PV935594|PV935594.1,5418,5516,-,-2,99,32,TTG,0.4138,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_5443_5553,ORF_ENA|PV935594|PV935594.1_-3_5456_5611"
ENA|PV935594|PV935594.1_predicted_orf_28,ENA|PV935594|PV935594.1,5443,5553,-,-1,111,36,GTG,0.4827,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-2_5418_5516,ORF_ENA|PV935594|PV935594.1_-3_5456_5611"
ENA|PV935594|PV935594.1_predicted_orf_29,ENA|PV935594|PV935594.1,5456,5611,-,-3,156,51,TTG,0.4693,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-2_5418_5516,ORF_ENA|PV935594|PV935594.1_-1_5443_5553"
ENA|PV935594|PV935594.1_predicted_orf_30,ENA|PV935594|PV935594.1,5657,5749,-,-3,93,30,ATG,0.5593,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_31,ENA|PV935594|PV935594.1,5804,5989,-,-3,186,61,TTG,0.508,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+1_5773_5883,ORF_ENA|PV935594|PV935594.1_+3_5889_6059"
ENA|PV935594|PV935594.1_predicted_orf_32,ENA|PV935594|PV935594.1,5950,6042,-,-1,93,30,TTG,0.4083,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_5889_6059"
ENA|PV935594|PV935594.1_predicted_orf_33,ENA|PV935594|PV935594.1,6157,6513,-,-1,357,118,GTG,0.8203,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_6126_6320"
ENA|PV935594|PV935594.1_predicted_orf_34,ENA|PV935594|PV935594.1,7135,7239,-,-1,105,34,GTG,0.4768,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_35,ENA|PV935594|PV935594.1,7202,7306,-,-3,105,34,ATG,0.568,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_7206_7337"
ENA|PV935594|PV935594.1_predicted_orf_36,ENA|PV935594|PV935594.1,7291,7389,-,-1,99,32,ATG,0.5621,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_37,ENA|PV935594|PV935594.1,7377,7508,-,-2,132,43,TTG,0.4412,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_7347_7439"
ENA|PV935594|PV935594.1_predicted_orf_38,ENA|PV935594|PV935594.1,7658,7795,-,-3,138,45,ATG,0.5987,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_39,ENA|PV935594|PV935594.1,8014,8118,-,-1,105,34,TTG,0.4182,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_7971_8072"
ENA|PV935594|PV935594.1_predicted_orf_40,ENA|PV935594|PV935594.1,8207,8356,-,-3,150,49,GTG,0.5219,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_41,ENA|PV935594|PV935594.1,8614,8742,-,-1,129,42,GTG,0.4997,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_42,ENA|PV935594|PV935594.1,8767,8919,-,-1,153,50,ATG,0.6155,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_8826_8945"
ENA|PV935594|PV935594.1_predicted_orf_43,ENA|PV935594|PV935594.1,9000,9092,-,-2,93,30,GTG,0.4696,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_8958_9053"
ENA|PV935594|PV935594.1_predicted_orf_44,ENA|PV935594|PV935594.1,9077,9193,-,-3,117,38,GTG,0.488,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_9063_9164,ORF_ENA|PV935594|PV935594.1_-1_9136_9258"
ENA|PV935594|PV935594.1_predicted_orf_45,ENA|PV935594|PV935594.1,9136,9258,-,-1,123,40,TTG,0.4335,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-3_9077_9193,ORF_ENA|PV935594|PV935594.1_+3_9171_9299"
ENA|PV935594|PV935594.1_predicted_orf_46,ENA|PV935594|PV935594.1,9365,9463,-,-3,99,32,ATG,0.5639,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_47,ENA|PV935594|PV935594.1,10010,10147,-,-3,138,45,ATG,0.5986,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_9888_10085"
ENA|PV935594|PV935594.1_predicted_orf_48,ENA|PV935594|PV935594.1,10193,10345,-,-3,153,50,TTG,0.4654,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_10185_10370,ORF_ENA|PV935594|PV935594.1_-1_10243_10341"
ENA|PV935594|PV935594.1_predicted_orf_49,ENA|PV935594|PV935594.1,10473,10619,-,-2,147,48,TTG,0.4585,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_10567_10737"
ENA|PV935594|PV935594.1_predicted_orf_50,ENA|PV935594|PV935594.1,10567,10737,-,-1,171,56,TTG,0.4883,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-2_10473_10619"
ENA|PV935594|PV935594.1_predicted_orf_51,ENA|PV935594|PV935594.1,10725,10826,-,-2,102,33,ATG,0.5662,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_52,ENA|PV935594|PV935594.1,10789,10992,-,-1,204,67,GTG,0.5964,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+1_10921_11058"
ENA|PV935594|PV935594.1_predicted_orf_53,ENA|PV935594|PV935594.1,11029,11172,-,-1,144,47,GTG,0.5145,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_54,ENA|PV935594|PV935594.1,11671,11838,-,-1,168,55,GTG,0.5445,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_55,ENA|PV935594|PV935594.1,11902,12045,-,-1,144,47,TTG,0.4554,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-2_11946_12053"
ENA|PV935594|PV935594.1_predicted_orf_56,ENA|PV935594|PV935594.1,11946,12053,-,-2,108,35,TTG,0.4206,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_11902_12045"
ENA|PV935594|PV935594.1_predicted_orf_57,ENA|PV935594|PV935594.1,12092,12268,-,-3,177,58,TTG,0.4963,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_12124_12225"
ENA|PV935594|PV935594.1_predicted_orf_58,ENA|PV935594|PV935594.1,12253,12456,-,-1,204,67,ATG,0.6864,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+3_12315_12413"
ENA|PV935594|PV935594.1_predicted_orf_59,ENA|PV935594|PV935594.1,12562,12735,-,-1,174,57,TTG,0.4923,Overlap,ORF_ENA|PV935594|PV935594.1_+2_236_13453
ENA|PV935594|PV935594.1_predicted_orf_60,ENA|PV935594|PV935594.1,12850,13023,-,-1,174,57,TTG,0.4924,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-2_12927_13028"
ENA|PV935594|PV935594.1_predicted_orf_61,ENA|PV935594|PV935594.1,12927,13028,-,-2,102,33,TTG,0.416,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_12850_13023"
ENA|PV935594|PV935594.1_predicted_orf_62,ENA|PV935594|PV935594.1,13085,13243,-,-3,159,52,ATG,0.6209,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_+1_13129_13254"
ENA|PV935594|PV935594.1_predicted_orf_63,ENA|PV935594|PV935594.1,13240,13338,-,-1,99,32,GTG,0.4734,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-3_13268_13390,ORF_ENA|PV935594|PV935594.1_+3_13281_13436"
ENA|PV935594|PV935594.1_predicted_orf_64,ENA|PV935594|PV935594.1,13268,13390,-,-3,123,40,TTG,0.434,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-1_13240_13338,ORF_ENA|PV935594|PV935594.1_+3_13281_13436,ORF_ENA|PV935594|PV935594.1_-2_13329_13520"
ENA|PV935594|PV935594.1_predicted_orf_65,ENA|PV935594|PV935594.1,13329,13520,-,-2,192,63,ATG,0.6638,Overlap,"ORF_ENA|PV935594|PV935594.1_+2_236_13453,ORF_ENA|PV935594|PV935594.1_-3_13268_13390,ORF_ENA|PV935594|PV935594.1_+3_13281_13436"
ENA|PV935594|PV935594.1_predicted_orf_66,ENA|PV935594|PV935594.1,13738,21525,+,1,7788,2595,ATG,1.0,Overlap,"ORF_ENA|PV935594|PV935594.1_-2_13875_13997,ORF_ENA|PV935594|PV935594.1_-3_13880_14029,ORF_ENA|PV935594|PV935594.1_+2_14258_14398,ORF_ENA|PV935594|PV935594.1_-2_14478_14621,ORF_ENA|PV935594|PV935594.1_+2_14621_14722,ORF_ENA|PV935594|PV935594.1_+2_14735_14827,ORF_ENA|PV935594|PV935594.1_-1_14962_15129,ORF_ENA|PV935594|PV935594.1_+2_15275_15376,ORF_ENA|PV935594|PV935594.1_+2_15401_15637,ORF_ENA|PV935594|PV935594.1_-3_15536_15673,ORF_ENA|PV935594|PV935594.1_-1_15760_15858,ORF_ENA|PV935594|PV935594.1_-3_15869_15970,ORF_ENA|PV935594|PV935594.1_-2_16053_16145,ORF_ENA|PV935594|PV935594.1_+2_16136_16249,ORF_ENA|PV935594|PV935594.1_-2_16170_16265,ORF_ENA|PV935594|PV935594.1_-3_16178_16276,ORF_ENA|PV935594|PV935594.1_+2_16457_16573,ORF_ENA|PV935594|PV935594.1_+2_16604_16768,ORF_ENA|PV935594|PV935594.1_-3_16769_16918,ORF_ENA|PV935594|PV935594.1_+2_16943_17092,ORF_ENA|PV935594|PV935594.1_-1_16981_17076,ORF_ENA|PV935594|PV935594.1_-2_17136_17345,ORF_ENA|PV935594|PV935594.1_-3_17243_17347,ORF_ENA|PV935594|PV935594.1_-2_17415_17558,ORF_ENA|PV935594|PV935594.1_-1_17476_17598,ORF_ENA|PV935594|PV935594.1_+2_17564_17686,ORF_ENA|PV935594|PV935594.1_-1_17821_17964,ORF_ENA|PV935594|PV935594.1_-2_17949_18155,ORF_ENA|PV935594|PV935594.1_-1_18121_18294,ORF_ENA|PV935594|PV935594.1_-1_18358_18513,ORF_ENA|PV935594|PV935594.1_+2_18362_18493,ORF_ENA|PV935594|PV935594.1_-2_18441_18677,ORF_ENA|PV935594|PV935594.1_+2_18638_18733,ORF_ENA|PV935594|PV935594.1_-1_18847_18951,ORF_ENA|PV935594|PV935594.1_-3_19022_19126,ORF_ENA|PV935594|PV935594.1_-2_19116_19292,ORF_ENA|PV935594|PV935594.1_+2_19118_19273,ORF_ENA|PV935594|PV935594.1_-3_19319_19411,ORF_ENA|PV935594|PV935594.1_-2_19587_19679,ORF_ENA|PV935594|PV935594.1_-2_19683_19826,ORF_ENA|PV935594|PV935594.1_-1_19735_19980,ORF_ENA|PV935594|PV935594.1_-2_19851_19949,ORF_ENA|PV935594|PV935594.1_-2_19977_20120,ORF_ENA|PV935594|PV935594.1_+2_20135_20233,ORF_ENA|PV935594|PV935594.1_-2_20421_20546,ORF_ENA|PV935594|PV935594.1_-2_20814_21080,ORF_ENA|PV935594|PV935594.1_-1_20953_21105,ORF_ENA|PV935594|PV935594.1_+2_20963_21112,ORF_ENA|PV935594|PV935594.1_-2_21423_21521"
ENA|PV935594|PV935594.1_predicted_orf_67,ENA|PV935594|PV935594.1,13875,13997,-,-2,123,40,ATG,0.5838,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-3_13880_14029"
ENA|PV935594|PV935594.1_predicted_orf_68,ENA|PV935594|PV935594.1,13880,14029,-,-3,150,49,ATG,0.6122,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_-2_13875_13997"
ENA|PV935594|PV935594.1_predicted_orf_69,ENA|PV935594|PV935594.1,14478,14621,-,-2,144,47,TTG,0.4553,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_70,ENA|PV935594|PV935594.1,14962,15129,-,-1,168,55,TTG,0.4845,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_71,ENA|PV935594|PV935594.1,15536,15673,-,-3,138,45,TTG,0.4485,Overlap,"ORF_ENA|PV935594|PV935594.1_+1_13738_21525,ORF_ENA|PV935594|PV935594.1_+2_15401_15637"
ENA|PV935594|PV935594.1_predicted_orf_72,ENA|PV935594|PV935594.1,15760,15858,-,-1,99,32,ATG,0.5631,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_73,ENA|PV935594|PV935594.1,15869,15970,-,-3,102,33,GTG,0.4755,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
ENA|PV935594|PV935594.1_predicted_orf_74,ENA|PV935594|PV935594.1,16053,16145,-,-2,93,30,GTG,0.4677,Overlap,ORF_ENA|PV935594|PV935594.1_+1_13738_21525
