query_id,subject_id,identity_percent,alignment_length,evalue,bitscore,query_coverage,subject_coverage,mismatch,gapopen,qstart,qend,sstart,send,qlen,slen,refined_identity,refined_length,is_refined,annotation_confidence,rejection_reason
ENA|PV935594|PV935594.1_predicted_orf_66,sp|P0C6W0|R1AB_BC512,56.8,2601,0.0,2971.0,99.85,37.88,1085,20,4,2594,4218,6790,2595,6793,56.8,2601,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_66,sp|P0C6X5|R1AB_CVHNL,56.7,2595,0.0,2964.0,99.46,38.16,1082,19,4,2584,4150,6717,2595,6729,56.7,2595,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_66,sp|P0C6Y5|R1AB_CVPPU,56.2,2604,0.0,2960.0,99.85,38.54,1099,20,4,2594,4107,6682,2595,6684,56.2,2604,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_66,sp|Q98VG9|R1AB_FIPV,56.1,2604,0.0,2951.0,99.85,38.4,1102,20,4,2594,4132,6707,2595,6709,56.1,2604,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P25190|SPIKE_CVBF,29.9,1366,8.41e-138,454.0,95.88,94.57,748,37,47,1280,70,1358,1287,1363,29.9,1366,0,0.0,Identity threshold failed: 29.9% < 30.0%
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P59594|SPIKE_SARS,74.9,1277,0.0,1886.0,98.91,100.0,295,8,15,1287,1,1255,1287,1255,74.9,1277,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q3LZX1|SPIKE_BCHK3,75.4,1276,0.0,1840.0,99.15,99.92,279,7,12,1287,2,1242,1287,1242,75.4,1276,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q3I5J5|SPIKE_BCRP3,74.1,1276,0.0,1823.0,99.15,99.92,295,7,12,1287,2,1241,1287,1241,74.1,1276,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q0Q475|SPIKE_BC279,73.4,1273,0.0,1802.0,98.76,99.68,301,8,17,1287,5,1241,1287,1241,73.4,1273,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|A3EXG6|SPIKE_BCHK9,30.7,1281,2.38e-164,524.0,95.73,96.08,782,35,49,1280,44,1267,1287,1274,30.7,1281,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|A3EXD0|SPIKE_BCHK5,35.1,1065,2.46e-164,526.0,79.18,77.22,624,29,260,1278,306,1349,1287,1352,35.1,1065,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q0Q4F2|SPIKE_BC133,34.2,1096,1.29e-156,505.0,80.26,79.11,630,30,246,1278,280,1347,1287,1350,34.2,1096,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|A3EX94|SPIKE_BCHK4,33.9,1090,4.98e-155,501.0,80.26,79.14,643,30,246,1278,280,1349,1287,1352,33.9,1090,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|K9N5Q8|SPIKE_MERS1,33.4,1054,1.73e-146,478.0,77.78,76.64,632,29,277,1277,311,1347,1287,1353,33.4,1054,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q8V436|SPIKE_CVBLU,30.3,1147,1.95e-143,469.0,79.49,81.95,646,28,258,1280,242,1358,1287,1363,30.3,1147,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P25192|SPIKE_CVBLY,30.3,1368,1.25e-139,459.0,95.88,94.57,741,33,47,1280,70,1358,1287,1363,30.3,1368,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q9QAQ8|SPIKE_CVBOK,30.5,1362,4.41e-138,455.0,95.88,94.57,745,37,47,1280,70,1358,1287,1363,30.5,1362,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q9QAR5|SPIKE_CVBLS,30.6,1362,6.09e-138,454.0,95.88,94.57,744,36,47,1280,70,1358,1287,1363,30.6,1362,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P11225|SPIKE_CVMJH,32.4,1264,1.06e-137,451.0,93.78,93.6,690,38,48,1254,48,1203,1287,1235,32.4,1264,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P15777|SPIKE_CVBM,32.9,1144,5.85e-137,452.0,79.49,81.95,620,29,258,1280,242,1358,1287,1363,32.9,1144,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q91A26|SPIKE_CVBEN,32.6,1147,5.85e-137,452.0,79.49,81.95,619,28,258,1280,242,1358,1287,1363,32.6,1147,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P25191|SPIKE_CVBL9,32.3,1151,5.85e-137,452.0,79.49,81.95,617,26,258,1280,242,1358,1287,1363,32.3,1151,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P25194|SPIKE_CVBV,32.4,1137,1.54e-136,451.0,78.4,81.14,610,25,272,1280,253,1358,1287,1363,32.4,1137,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P25193|SPIKE_CVBQ,32.1,1151,1.95e-134,445.0,79.49,81.95,619,26,258,1280,242,1358,1287,1363,32.1,1151,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|P11224|SPIKE_CVMA5,31.0,1315,3.17e-131,435.0,93.71,93.96,728,39,49,1254,49,1292,1287,1324,31.0,1315,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q5MQD0|SPIKE_CVHN1,30.8,1112,5.18e-121,407.0,77.08,80.24,625,24,263,1254,240,1327,1287,1356,30.8,1112,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q02385|SPIKE_CVMJC,38.8,743,1.1e-115,393.0,55.24,52.4,401,14,544,1254,624,1344,1287,1376,38.8,743,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_100,sp|Q9IKD1|SPIKE_CVRSD,38.3,742,1.21e-112,384.0,55.24,52.79,403,15,544,1254,611,1328,1287,1360,38.3,742,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_117,sp|Q0Q474|AP3A_BC279,74.5,275,4.12e-153,427.0,100.0,100.0,69,1,1,275,1,274,275,274,74.5,275,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_117,sp|Q3I5J4|AP3A_BCRP3,74.5,275,1.67e-152,426.0,100.0,100.0,69,1,1,275,1,274,275,274,74.5,275,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_117,sp|Q3LZX0|AP3A_BCHK3,73.1,275,1.02e-146,411.0,100.0,100.0,73,1,1,275,1,274,275,274,73.1,275,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_117,sp|P59632|AP3A_SARS,72.7,275,2.92e-146,410.0,100.0,100.0,74,1,1,275,1,274,275,274,72.7,275,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_123,sp|P59637|VEMP_SARS,94.7,76,8.72e-41,127.0,100.0,100.0,3,1,1,75,1,76,75,76,94.7,76,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_123,sp|Q3I5J3|VEMP_BCRP3,94.7,76,8.72e-41,127.0,100.0,100.0,3,1,1,75,1,76,75,76,94.7,76,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_123,sp|Q3LZW9|VEMP_BCHK3,94.7,76,8.72e-41,127.0,100.0,100.0,3,1,1,75,1,76,75,76,94.7,76,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_123,sp|Q0Q473|VEMP_BC279,93.4,76,3.55e-40,125.0,100.0,100.0,4,1,1,75,1,76,75,76,93.4,76,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q0Q472|VME1_BC279,91.7,218,1.4e-143,399.0,98.2,98.64,18,0,5,222,4,221,222,221,91.7,218,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q3LZX9|VME1_BCHK3,91.0,222,1.99e-143,398.0,100.0,100.0,19,1,1,222,1,221,222,221,91.0,222,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P59596|VME1_SARS,90.5,222,8.08e-143,397.0,100.0,100.0,20,1,1,222,1,221,222,221,90.5,222,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q3I5J2|VME1_BCRP3,90.8,218,1.63e-142,396.0,98.2,98.64,20,0,5,222,4,221,222,221,90.8,218,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|A3EXD6|VME1_BCHK5,44.7,208,1.07e-54,173.0,92.34,93.18,109,2,1,205,1,205,222,220,44.7,208,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q0Q4E7|VME1_BC133,42.9,205,2.07e-54,172.0,92.34,93.61,117,0,4,208,3,207,222,219,42.9,205,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|A3EXA0|VME1_BCHK4,42.9,205,2.94e-54,172.0,92.34,93.61,117,0,4,208,3,207,222,219,42.9,205,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|A3EXG9|VME1_BCHK9,40.0,215,2.07e-52,167.0,96.85,96.4,128,1,7,221,8,221,222,222,40.0,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|K9N7A1|VME1_MERS1,42.4,198,6.09e-51,164.0,89.19,90.41,114,0,8,205,7,204,222,219,42.4,198,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q8BB24|VME1_CVP67,40.8,213,3.36e-50,162.0,95.5,92.61,125,1,9,220,14,226,222,230,40.8,213,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q01455|VME1_CVHOC,40.8,213,3.8e-49,159.0,95.5,92.61,125,1,9,220,14,226,222,230,40.8,213,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q9QAR9|VME1_CVBLY,40.0,215,1.52e-48,158.0,96.4,93.48,128,1,7,220,12,226,222,230,40.0,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P03415|VME1_CVMA5,38.8,214,2.03e-48,157.0,95.95,93.86,130,1,9,221,15,228,222,228,38.8,214,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q9JEB4|VME1_CVM2,39.3,214,2.87e-48,157.0,95.95,93.86,129,1,9,221,15,228,222,228,39.3,214,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P69599|VME1_CVBLS,39.5,215,4.29e-48,157.0,96.4,93.48,129,1,7,220,12,226,222,230,39.5,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P69600|VME1_CVBOK,39.5,215,4.29e-48,157.0,96.4,93.48,129,1,7,220,12,226,222,230,39.5,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P69703|VME1_CVBF,39.5,215,4.29e-48,157.0,96.4,93.48,129,1,7,220,12,226,222,230,39.5,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P69704|VME1_CVBM,39.5,215,4.29e-48,157.0,96.4,93.48,129,1,7,220,12,226,222,230,39.5,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P69705|VME1_CVBQ,39.5,215,4.29e-48,157.0,96.4,93.48,129,1,7,220,12,226,222,230,39.5,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P08549|VME1_CVMJH,38.3,214,5.73e-48,156.0,95.95,93.86,131,1,9,221,15,228,222,228,38.3,214,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q8V433|VME1_CVBLU,39.5,215,6.07e-48,156.0,96.4,93.48,129,1,7,220,12,226,222,230,39.5,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q91A23|VME1_CVBEN,39.1,215,8.58e-48,156.0,96.4,93.48,130,1,7,220,12,226,222,230,39.1,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|Q9IKC7|VME1_CVRSD,38.3,214,3.24e-47,154.0,95.95,93.86,131,1,9,221,15,228,222,228,38.3,214,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_124,sp|P26021|VME1_CVTKE,39.1,215,6.84e-47,154.0,96.4,93.48,130,1,7,220,12,226,222,230,39.1,215,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_127,sp|Q0Q471|NS6_BC279,68.9,61,3.59e-25,87.0,100.0,96.83,19,0,1,61,1,61,61,63,68.9,61,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_127,sp|Q3I5J1|NS6_BCRP3,68.9,61,3.59e-25,87.0,100.0,96.83,19,0,1,61,1,61,61,63,68.9,61,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_127,sp|P59634|NS6_SARS,68.9,61,5.11e-25,86.7,100.0,96.83,19,0,1,61,1,61,61,63,68.9,61,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_127,sp|Q3LZX8|NS6_BCHK3,67.2,61,2.08e-24,85.1,100.0,96.83,20,0,1,61,1,61,61,63,67.2,61,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_129,sp|Q3I5J0|NS7A_BCRP3,88.5,122,1.98e-74,216.0,100.0,100.0,13,1,1,121,1,122,121,122,88.5,122,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_129,sp|Q3LZX7|NS7A_BCHK3,88.5,122,4e-74,215.0,100.0,100.0,13,1,1,121,1,122,121,122,88.5,122,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_129,sp|P59635|NS7A_SARS,85.2,122,5.45e-72,209.0,100.0,100.0,17,1,1,121,1,122,121,122,85.2,122,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_129,sp|Q0Q470|NS7A_BC279,86.1,122,1.56e-71,208.0,100.0,100.0,16,1,1,121,1,122,121,122,86.1,122,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_132,sp|P0C5A9|NS7B_BC279,85.7,42,4.1e-10,48.1,80.77,95.45,6,0,10,51,1,42,52,44,85.7,42,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_132,sp|Q3I5I9|NS7B_BCRP3,85.7,42,4.1e-10,48.1,80.77,95.45,6,0,10,51,1,42,52,44,85.7,42,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_132,sp|Q7TFA1|NS7B_SARS,85.4,41,1.18e-09,47.0,78.85,93.18,6,0,10,50,1,41,52,44,85.4,41,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_132,sp|Q3LZX6|NS7B_BCHK3,76.2,42,1.67e-09,46.6,80.77,95.45,10,0,10,51,1,42,52,44,76.2,42,0,0.0,Alternative match (lower alignment ranking).
ENA|PV935594|PV935594.1_predicted_orf_133,sp|Q0Q469|NS8_BC279,57.0,121,1.53e-55,168.0,100.0,100.0,52,0,1,121,1,121,121,121,57.0,121,0,0.0,Alternative match (lower alignment ranking).
