orf_id,sequence_id,start,end,strand,frame,length_bp,length_aa,start_codon,confidence_score,overlap_flag,overlap_with
ENA|BN000065|BN000065.1_predicted_orf_30,ENA|BN000065|BN000065.1,2061,2180,-,-1,120,39,TTG,0.4303,Overlap,ORF_ENA|BN000065|BN000065.1_+1_2002_2220
ENA|BN000065|BN000065.1_predicted_orf_31,ENA|BN000065|BN000065.1,2134,2235,-,-3,102,33,ATG,0.5628,Overlap,ORF_ENA|BN000065|BN000065.1_+1_2002_2220
ENA|BN000065|BN000065.1_predicted_orf_32,ENA|BN000065|BN000065.1,2280,2378,+,3,99,32,GTG,0.4739,Overlap,ORF_ENA|BN000065|BN000065.1_-1_2310_2528
ENA|BN000065|BN000065.1_predicted_orf_33,ENA|BN000065|BN000065.1,2310,2528,-,-1,219,72,GTG,0.6203,Overlap,ORF_ENA|BN000065|BN000065.1_+3_2280_2378
ENA|BN000065|BN000065.1_predicted_orf_34,ENA|BN000065|BN000065.1,2497,2598,+,1,102,33,GTG,0.4671,None,
ENA|BN000065|BN000065.1_predicted_orf_35,ENA|BN000065|BN000065.1,2610,2780,-,-1,171,56,TTG,0.483,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_2635_2799,ORF_ENA|BN000065|BN000065.1_+2_2717_2920"
ENA|BN000065|BN000065.1_predicted_orf_36,ENA|BN000065|BN000065.1,2635,2799,-,-3,165,54,TTG,0.4724,Overlap,"ORF_ENA|BN000065|BN000065.1_-1_2610_2780,ORF_ENA|BN000065|BN000065.1_+2_2717_2920,ORF_ENA|BN000065|BN000065.1_+3_2742_2870"
ENA|BN000065|BN000065.1_predicted_orf_37,ENA|BN000065|BN000065.1,2717,2920,+,2,204,67,GTG,0.5963,Overlap,"ORF_ENA|BN000065|BN000065.1_-1_2610_2780,ORF_ENA|BN000065|BN000065.1_-3_2635_2799,ORF_ENA|BN000065|BN000065.1_+3_2742_2870,ORF_ENA|BN000065|BN000065.1_-1_2862_3098,ORF_ENA|BN000065|BN000065.1_-2_2867_2995"
ENA|BN000065|BN000065.1_predicted_orf_38,ENA|BN000065|BN000065.1,2862,3098,-,-1,237,78,GTG,0.6496,Overlap,"ORF_ENA|BN000065|BN000065.1_+2_2717_2920,ORF_ENA|BN000065|BN000065.1_-2_2867_2995,ORF_ENA|BN000065|BN000065.1_+1_2899_3000,ORF_ENA|BN000065|BN000065.1_+2_3023_3142"
ENA|BN000065|BN000065.1_predicted_orf_39,ENA|BN000065|BN000065.1,2899,3000,+,1,102,33,GTG,0.4762,Overlap,"ORF_ENA|BN000065|BN000065.1_-1_2862_3098,ORF_ENA|BN000065|BN000065.1_-2_2867_2995"
ENA|BN000065|BN000065.1_predicted_orf_40,ENA|BN000065|BN000065.1,3023,3142,+,2,120,39,TTG,0.4312,Overlap,ORF_ENA|BN000065|BN000065.1_-1_2862_3098
ENA|BN000065|BN000065.1_predicted_orf_41,ENA|BN000065|BN000065.1,3098,3271,-,-2,174,57,GTG,0.5524,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_3124_3306,ORF_ENA|BN000065|BN000065.1_+2_3158_3280,ORF_ENA|BN000065|BN000065.1_+3_3165_3284"
ENA|BN000065|BN000065.1_predicted_orf_42,ENA|BN000065|BN000065.1,3124,3306,-,-3,183,60,TTG,0.505,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_3098_3271,ORF_ENA|BN000065|BN000065.1_+2_3158_3280,ORF_ENA|BN000065|BN000065.1_+3_3165_3284"
ENA|BN000065|BN000065.1_predicted_orf_43,ENA|BN000065|BN000065.1,3158,3280,+,2,123,40,GTG,0.493,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_3098_3271,ORF_ENA|BN000065|BN000065.1_-3_3124_3306,ORF_ENA|BN000065|BN000065.1_+3_3165_3284"
ENA|BN000065|BN000065.1_predicted_orf_44,ENA|BN000065|BN000065.1,3165,3284,+,3,120,39,GTG,0.4901,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_3098_3271,ORF_ENA|BN000065|BN000065.1_-3_3124_3306,ORF_ENA|BN000065|BN000065.1_+2_3158_3280"
ENA|BN000065|BN000065.1_predicted_orf_45,ENA|BN000065|BN000065.1,3322,3468,+,1,147,48,ATG,0.607,Overlap,ORF_ENA|BN000065|BN000065.1_+2_3365_3589
ENA|BN000065|BN000065.1_predicted_orf_46,ENA|BN000065|BN000065.1,3365,3589,+,2,225,74,TTG,0.5677,Overlap,"ORF_ENA|BN000065|BN000065.1_+1_3322_3468,ORF_ENA|BN000065|BN000065.1_+3_3471_3569,ORF_ENA|BN000065|BN000065.1_-3_3511_3630"
ENA|BN000065|BN000065.1_predicted_orf_47,ENA|BN000065|BN000065.1,3511,3630,-,-3,120,39,TTG,0.4312,Overlap,"ORF_ENA|BN000065|BN000065.1_+2_3365_3589,ORF_ENA|BN000065|BN000065.1_+3_3471_3569,ORF_ENA|BN000065|BN000065.1_-2_3551_3700"
ENA|BN000065|BN000065.1_predicted_orf_48,ENA|BN000065|BN000065.1,3551,3700,-,-2,150,49,GTG,0.5184,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_3511_3630,ORF_ENA|BN000065|BN000065.1_+1_3646_3915"
ENA|BN000065|BN000065.1_predicted_orf_49,ENA|BN000065|BN000065.1,3646,3915,+,1,270,89,TTG,0.6411,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_3551_3700,ORF_ENA|BN000065|BN000065.1_+3_3672_3770"
ENA|BN000065|BN000065.1_predicted_orf_50,ENA|BN000065|BN000065.1,3868,4005,-,-3,138,45,GTG,0.5078,Overlap,ORF_ENA|BN000065|BN000065.1_+3_3951_4082
ENA|BN000065|BN000065.1_predicted_orf_51,ENA|BN000065|BN000065.1,3951,4082,+,3,132,43,TTG,0.44,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_3868_4005,ORF_ENA|BN000065|BN000065.1_+1_4018_4116"
ENA|BN000065|BN000065.1_predicted_orf_52,ENA|BN000065|BN000065.1,4018,4116,+,1,99,32,GTG,0.4725,Overlap,ORF_ENA|BN000065|BN000065.1_+3_3951_4082
ENA|BN000065|BN000065.1_predicted_orf_53,ENA|BN000065|BN000065.1,4198,4347,+,1,150,49,GTG,0.5198,Overlap,ORF_ENA|BN000065|BN000065.1_-1_4203_4337
ENA|BN000065|BN000065.1_predicted_orf_54,ENA|BN000065|BN000065.1,4203,4337,-,-1,135,44,GTG,0.5038,Overlap,ORF_ENA|BN000065|BN000065.1_+1_4198_4347
ENA|BN000065|BN000065.1_predicted_orf_55,ENA|BN000065|BN000065.1,4358,4552,-,-2,195,64,GTG,0.5824,Overlap,ORF_ENA|BN000065|BN000065.1_+2_4409_4513
ENA|BN000065|BN000065.1_predicted_orf_56,ENA|BN000065|BN000065.1,4409,4513,+,2,105,34,GTG,0.4784,Overlap,ORF_ENA|BN000065|BN000065.1_-2_4358_4552
ENA|BN000065|BN000065.1_predicted_orf_57,ENA|BN000065|BN000065.1,4521,4634,-,-1,114,37,GTG,0.4859,None,
ENA|BN000065|BN000065.1_predicted_orf_58,ENA|BN000065|BN000065.1,4585,4761,-,-3,177,58,ATG,0.644,Overlap,"ORF_ENA|BN000065|BN000065.1_+1_4603_4743,ORF_ENA|BN000065|BN000065.1_+2_4619_4786,ORF_ENA|BN000065|BN000065.1_-2_4652_4771"
ENA|BN000065|BN000065.1_predicted_orf_59,ENA|BN000065|BN000065.1,4603,4743,+,1,141,46,TTG,0.4444,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_4585_4761,ORF_ENA|BN000065|BN000065.1_+2_4619_4786,ORF_ENA|BN000065|BN000065.1_-2_4652_4771"
ENA|BN000065|BN000065.1_predicted_orf_60,ENA|BN000065|BN000065.1,4619,4786,+,2,168,55,TTG,0.4802,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_4585_4761,ORF_ENA|BN000065|BN000065.1_+1_4603_4743,ORF_ENA|BN000065|BN000065.1_-2_4652_4771"
ENA|BN000065|BN000065.1_predicted_orf_61,ENA|BN000065|BN000065.1,4652,4771,-,-2,120,39,GTG,0.4856,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_4585_4761,ORF_ENA|BN000065|BN000065.1_+1_4603_4743,ORF_ENA|BN000065|BN000065.1_+2_4619_4786"
ENA|BN000065|BN000065.1_predicted_orf_62,ENA|BN000065|BN000065.1,4765,4929,+,1,165,54,ATG,0.6306,Overlap,"ORF_ENA|BN000065|BN000065.1_-1_4794_4904,ORF_ENA|BN000065|BN000065.1_+3_4863_4973"
ENA|BN000065|BN000065.1_predicted_orf_63,ENA|BN000065|BN000065.1,4794,4904,-,-1,111,36,GTG,0.4832,Overlap,ORF_ENA|BN000065|BN000065.1_+1_4765_4929
ENA|BN000065|BN000065.1_predicted_orf_64,ENA|BN000065|BN000065.1,4863,4973,+,3,111,36,GTG,0.4784,Overlap,ORF_ENA|BN000065|BN000065.1_+1_4765_4929
ENA|BN000065|BN000065.1_predicted_orf_65,ENA|BN000065|BN000065.1,4939,5079,-,-3,141,46,TTG,0.4517,Overlap,ORF_ENA|BN000065|BN000065.1_+3_5013_5159
ENA|BN000065|BN000065.1_predicted_orf_66,ENA|BN000065|BN000065.1,5013,5159,+,3,147,48,TTG,0.4573,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_4939_5079,ORF_ENA|BN000065|BN000065.1_-2_5039_5152"
ENA|BN000065|BN000065.1_predicted_orf_67,ENA|BN000065|BN000065.1,5039,5152,-,-2,114,37,ATG,0.5707,Overlap,ORF_ENA|BN000065|BN000065.1_+3_5013_5159
ENA|BN000065|BN000065.1_predicted_orf_68,ENA|BN000065|BN000065.1,5134,5226,+,1,93,30,ATG,0.5581,Overlap,ORF_ENA|BN000065|BN000065.1_-3_5173_5265
ENA|BN000065|BN000065.1_predicted_orf_69,ENA|BN000065|BN000065.1,5173,5265,-,-3,93,30,GTG,0.4669,Overlap,"ORF_ENA|BN000065|BN000065.1_+1_5134_5226,ORF_ENA|BN000065|BN000065.1_-2_5198_5305"
ENA|BN000065|BN000065.1_predicted_orf_70,ENA|BN000065|BN000065.1,5198,5305,-,-2,108,35,ATG,0.5688,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_5173_5265,ORF_ENA|BN000065|BN000065.1_-1_5223_5375"
ENA|BN000065|BN000065.1_predicted_orf_71,ENA|BN000065|BN000065.1,5223,5375,-,-1,153,50,TTG,0.4657,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_5198_5305,ORF_ENA|BN000065|BN000065.1_-3_5290_5499"
ENA|BN000065|BN000065.1_predicted_orf_72,ENA|BN000065|BN000065.1,5290,5499,-,-3,210,69,TTG,0.5404,Overlap,"ORF_ENA|BN000065|BN000065.1_-1_5223_5375,ORF_ENA|BN000065|BN000065.1_+2_5387_5590"
ENA|BN000065|BN000065.1_predicted_orf_73,ENA|BN000065|BN000065.1,5387,5590,+,2,204,67,GTG,0.5844,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_5290_5499,ORF_ENA|BN000065|BN000065.1_-2_5504_5758"
ENA|BN000065|BN000065.1_predicted_orf_74,ENA|BN000065|BN000065.1,5504,5758,-,-2,255,84,TTG,0.6158,Overlap,"ORF_ENA|BN000065|BN000065.1_+2_5387_5590,ORF_ENA|BN000065|BN000065.1_+3_5568_5699,ORF_ENA|BN000065|BN000065.1_-1_5613_5708"
ENA|BN000065|BN000065.1_predicted_orf_75,ENA|BN000065|BN000065.1,5568,5699,+,3,132,43,GTG,0.5008,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_5504_5758,ORF_ENA|BN000065|BN000065.1_-1_5613_5708"
ENA|BN000065|BN000065.1_predicted_orf_76,ENA|BN000065|BN000065.1,5742,5837,+,3,96,31,ATG,0.5577,Overlap,ORF_ENA|BN000065|BN000065.1_-2_5774_6016
ENA|BN000065|BN000065.1_predicted_orf_77,ENA|BN000065|BN000065.1,5774,6016,-,-2,243,80,TTG,0.5991,Overlap,"ORF_ENA|BN000065|BN000065.1_+3_5742_5837,ORF_ENA|BN000065|BN000065.1_+3_5838_6008,ORF_ENA|BN000065|BN000065.1_-1_5907_6026,ORF_ENA|BN000065|BN000065.1_+1_5947_6183"
ENA|BN000065|BN000065.1_predicted_orf_78,ENA|BN000065|BN000065.1,5838,6008,+,3,171,56,GTG,0.5482,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_5774_6016,ORF_ENA|BN000065|BN000065.1_-1_5907_6026,ORF_ENA|BN000065|BN000065.1_+1_5947_6183"
ENA|BN000065|BN000065.1_predicted_orf_79,ENA|BN000065|BN000065.1,5907,6026,-,-1,120,39,ATG,0.5792,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_5774_6016,ORF_ENA|BN000065|BN000065.1_+3_5838_6008,ORF_ENA|BN000065|BN000065.1_+1_5947_6183"
ENA|BN000065|BN000065.1_predicted_orf_80,ENA|BN000065|BN000065.1,5947,6183,+,1,237,78,ATG,0.7399,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_5774_6016,ORF_ENA|BN000065|BN000065.1_+3_5838_6008,ORF_ENA|BN000065|BN000065.1_-1_5907_6026,ORF_ENA|BN000065|BN000065.1_-3_6043_6282"
ENA|BN000065|BN000065.1_predicted_orf_81,ENA|BN000065|BN000065.1,6043,6282,-,-3,240,79,TTG,0.5944,Overlap,ORF_ENA|BN000065|BN000065.1_+1_5947_6183
ENA|BN000065|BN000065.1_predicted_orf_82,ENA|BN000065|BN000065.1,6256,6369,+,1,114,37,TTG,0.4207,Overlap,ORF_ENA|BN000065|BN000065.1_+3_6306_6425
ENA|BN000065|BN000065.1_predicted_orf_83,ENA|BN000065|BN000065.1,6306,6425,+,3,120,39,TTG,0.4307,Overlap,ORF_ENA|BN000065|BN000065.1_+1_6256_6369
ENA|BN000065|BN000065.1_predicted_orf_84,ENA|BN000065|BN000065.1,6493,6684,-,-3,192,63,GTG,0.5727,Overlap,"ORF_ENA|BN000065|BN000065.1_+1_6523_6723,ORF_ENA|BN000065|BN000065.1_-2_6596_6688,ORF_ENA|BN000065|BN000065.1_+3_6612_6779,ORF_ENA|BN000065|BN000065.1_+2_6614_6754"
ENA|BN000065|BN000065.1_predicted_orf_85,ENA|BN000065|BN000065.1,6523,6723,+,1,201,66,GTG,0.5864,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_6493_6684,ORF_ENA|BN000065|BN000065.1_-2_6596_6688,ORF_ENA|BN000065|BN000065.1_+3_6612_6779,ORF_ENA|BN000065|BN000065.1_+2_6614_6754"
ENA|BN000065|BN000065.1_predicted_orf_86,ENA|BN000065|BN000065.1,6596,6688,-,-2,93,30,GTG,0.453,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_6493_6684,ORF_ENA|BN000065|BN000065.1_+1_6523_6723,ORF_ENA|BN000065|BN000065.1_+3_6612_6779,ORF_ENA|BN000065|BN000065.1_+2_6614_6754"
ENA|BN000065|BN000065.1_predicted_orf_87,ENA|BN000065|BN000065.1,6612,6779,+,3,168,55,GTG,0.5429,Overlap,"ORF_ENA|BN000065|BN000065.1_-3_6493_6684,ORF_ENA|BN000065|BN000065.1_+1_6523_6723,ORF_ENA|BN000065|BN000065.1_-2_6596_6688,ORF_ENA|BN000065|BN000065.1_+2_6614_6754"
ENA|BN000065|BN000065.1_predicted_orf_88,ENA|BN000065|BN000065.1,6757,6867,+,1,111,36,TTG,0.4125,Overlap,ORF_ENA|BN000065|BN000065.1_+2_6764_6859
ENA|BN000065|BN000065.1_predicted_orf_89,ENA|BN000065|BN000065.1,6839,7015,-,-2,177,58,GTG,0.5546,None,
ENA|BN000065|BN000065.1_predicted_orf_90,ENA|BN000065|BN000065.1,7015,7194,-,-3,180,59,TTG,0.5,Overlap,ORF_ENA|BN000065|BN000065.1_+1_7036_7233
ENA|BN000065|BN000065.1_predicted_orf_91,ENA|BN000065|BN000065.1,7036,7233,+,1,198,65,GTG,0.5852,Overlap,ORF_ENA|BN000065|BN000065.1_-3_7015_7194
ENA|BN000065|BN000065.1_predicted_orf_92,ENA|BN000065|BN000065.1,7242,7337,+,3,96,31,GTG,0.4618,Overlap,ORF_ENA|BN000065|BN000065.1_+1_7252_7353
ENA|BN000065|BN000065.1_predicted_orf_93,ENA|BN000065|BN000065.1,7252,7353,+,1,102,33,GTG,0.4702,Overlap,"ORF_ENA|BN000065|BN000065.1_+3_7242_7337,ORF_ENA|BN000065|BN000065.1_+2_7292_7591"
ENA|BN000065|BN000065.1_predicted_orf_94,ENA|BN000065|BN000065.1,7292,7591,+,2,300,99,TTG,0.6903,Overlap,"ORF_ENA|BN000065|BN000065.1_+1_7252_7353,ORF_ENA|BN000065|BN000065.1_+3_7338_7439,ORF_ENA|BN000065|BN000065.1_-1_7362_7490,ORF_ENA|BN000065|BN000065.1_-2_7409_7546,ORF_ENA|BN000065|BN000065.1_-3_7444_7554"
ENA|BN000065|BN000065.1_predicted_orf_95,ENA|BN000065|BN000065.1,7362,7490,-,-1,129,42,GTG,0.4997,Overlap,"ORF_ENA|BN000065|BN000065.1_+2_7292_7591,ORF_ENA|BN000065|BN000065.1_+3_7338_7439,ORF_ENA|BN000065|BN000065.1_-2_7409_7546"
ENA|BN000065|BN000065.1_predicted_orf_96,ENA|BN000065|BN000065.1,7409,7546,-,-2,138,45,TTG,0.4478,Overlap,"ORF_ENA|BN000065|BN000065.1_+2_7292_7591,ORF_ENA|BN000065|BN000065.1_-1_7362_7490,ORF_ENA|BN000065|BN000065.1_-3_7444_7554"
ENA|BN000065|BN000065.1_predicted_orf_97,ENA|BN000065|BN000065.1,7444,7554,-,-3,111,36,TTG,0.423,Overlap,"ORF_ENA|BN000065|BN000065.1_+2_7292_7591,ORF_ENA|BN000065|BN000065.1_-2_7409_7546"
ENA|BN000065|BN000065.1_predicted_orf_98,ENA|BN000065|BN000065.1,7640,8041,-,-2,402,133,TTG,0.7903,Overlap,"ORF_ENA|BN000065|BN000065.1_+1_7705_7806,ORF_ENA|BN000065|BN000065.1_-1_7710_8045,ORF_ENA|BN000065|BN000065.1_-3_7882_8118"
ENA|BN000065|BN000065.1_predicted_orf_99,ENA|BN000065|BN000065.1,7705,7806,+,1,102,33,ATG,0.5582,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_7640_8041,ORF_ENA|BN000065|BN000065.1_-1_7710_8045"
ENA|BN000065|BN000065.1_predicted_orf_100,ENA|BN000065|BN000065.1,7710,8045,-,-1,336,111,GTG,0.7888,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_7640_8041,ORF_ENA|BN000065|BN000065.1_+1_7705_7806,ORF_ENA|BN000065|BN000065.1_-3_7882_8118"
ENA|BN000065|BN000065.1_predicted_orf_101,ENA|BN000065|BN000065.1,7882,8118,-,-3,237,78,TTG,0.5824,Overlap,"ORF_ENA|BN000065|BN000065.1_-2_7640_8041,ORF_ENA|BN000065|BN000065.1_-1_7710_8045,ORF_ENA|BN000065|BN000065.1_-1_8067_8291"
