query_id,subject_id,identity_percent,alignment_length,evalue,bitscore,query_coverage,subject_coverage,mismatch,gapopen,qstart,qend,sstart,send,qlen,slen,rejection_reason
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/chicken/Victoria/1985(H7N7))],93.81,113,1.11633e-71,212.6,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/swine/Wisconsin/1/1967(H1N1))],92.92,113,1.24579e-71,212.6,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/pintail/Alberta/119/1979(H4N6))],93.81,113,1.75053e-71,212.2,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (strain A/wa-182)],93.81,113,1.84925e-71,212.2,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/England/878/1969(H3N2))],92.92,113,1.89028e-71,212.2,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/turkey/Wisconsin/1/1966(H9N2))],92.92,113,2.1563e-71,211.8,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/herring gull/DE/677/1988(H2N8))],93.81,113,2.43292e-71,211.8,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/turkey/Ireland/1378/1983(H5N8))],93.81,113,2.43292e-71,211.8,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/Aichi/2/1968(H3N2))],93.81,113,3.41861e-71,211.5,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/gray teal/Australia/2/1979(H4N4))],93.81,113,4.35195e-71,211.1,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/swine/Wisconsin/1/1961(H1N1))],88.24,119,5.98238e-71,210.7,96.75,98.35,14,0,5,123,3,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/mallard/Ohio/556/1987(H5N9))],92.92,113,6.7498e-71,210.7,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/Hong Kong/156/97(H5N1))],93.81,113,6.97567e-71,210.7,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (STRAIN A/PINTAIL/ALBERTA/268/78)],92.92,113,6.97567e-71,210.7,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/Memphis/1/1971(H3N2))],93.81,113,8.13388e-71,210.3,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/Memphis/102/1972(H3N2))],93.81,113,8.31435e-71,210.3,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/Anas acuta/Primorje/695/1976(H2N3))],92.92,113,1.03545e-70,210.3,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/duck/Czechoslovakia/1956(H4N6))],93.81,113,1.14292e-70,209.9,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/chicken/Brescia/1902(H7N7))],92.92,113,1.15553e-70,209.9,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/Gf/HK/38/2002(H5N1))],92.92,113,1.22069e-70,209.9,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/duck/England/1/1956(H11N6))],92.92,113,1.33269e-70,209.9,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (STRAIN A/MYNAH/HANEDA-THAI/76)],92.92,113,1.4409e-70,209.9,91.87,95.76,8,0,11,123,6,118,123,118,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/chicken/Hong Kong/FY150/2001(H5N1))],93.81,113,1.45495e-70,209.9,91.87,93.39,7,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
ENA|EF467817|EF467817.1_predicted_orf_5,RecName: Full=Nuclear export protein; Short=NEP; AltName: Full=Non-structural protein 2; Short=NS2 [Influenza A virus (A/whale/Maine/328/1984(H13N2))],92.92,113,1.50364e-70,209.9,91.87,93.39,8,0,11,123,9,121,123,121,Alternative match (lower alignment ranking).
