orf_id,sequence_id,start,end,strand,frame,length_bp,length_aa,start_codon,confidence_score,overlap_flag,overlap_with
NC_045512.2_predicted_orf_12,NC_045512.2,2125,2262,-,-3,138,45,GTG,0.5089,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_2208_2312"
NC_045512.2_predicted_orf_13,NC_045512.2,2290,2751,-,-3,462,153,GTG,0.8843,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-2_2561_2917,ORF_NC_045512.2_+3_2577_2684"
NC_045512.2_predicted_orf_14,NC_045512.2,2561,2917,-,-2,357,118,TTG,0.7601,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_2290_2751,ORF_NC_045512.2_+3_2577_2684,ORF_NC_045512.2_-3_2842_2949"
NC_045512.2_predicted_orf_15,NC_045512.2,2842,2949,-,-3,108,35,ATG,0.5704,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-2_2561_2917"
NC_045512.2_predicted_orf_16,NC_045512.2,3006,3263,-,-1,258,85,TTG,0.6248,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_2958_3206,ORF_NC_045512.2_-2_3095_3190,ORF_NC_045512.2_-2_3203_3298,ORF_NC_045512.2_+3_3207_3302"
NC_045512.2_predicted_orf_17,NC_045512.2,3203,3298,-,-2,96,31,TTG,0.4117,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-1_3006_3263,ORF_NC_045512.2_+3_3207_3302"
NC_045512.2_predicted_orf_18,NC_045512.2,3355,3450,-,-3,96,31,TTG,0.4099,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-2_3359_3466"
NC_045512.2_predicted_orf_19,NC_045512.2,3359,3466,-,-2,108,35,ATG,0.5692,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_3355_3450"
NC_045512.2_predicted_orf_20,NC_045512.2,3578,3688,-,-2,111,36,GTG,0.4834,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_3594_3752"
NC_045512.2_predicted_orf_21,NC_045512.2,3682,3777,-,-3,96,31,GTG,0.4716,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_3594_3752"
NC_045512.2_predicted_orf_22,NC_045512.2,3738,3830,-,-1,93,30,TTG,0.4078,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_23,NC_045512.2,3811,4014,-,-3,204,67,GTG,0.5959,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_3930_4103"
NC_045512.2_predicted_orf_24,NC_045512.2,4138,4236,-,-3,99,32,TTG,0.4131,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_25,NC_045512.2,4191,4292,-,-1,102,33,TTG,0.4155,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_26,NC_045512.2,4324,4458,-,-3,135,44,ATG,0.5957,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_4317_4430"
NC_045512.2_predicted_orf_27,NC_045512.2,4873,5022,-,-3,150,49,ATG,0.6122,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-2_4901_5011"
NC_045512.2_predicted_orf_28,NC_045512.2,5448,5546,-,-1,99,32,TTG,0.4138,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_5473_5583,ORF_NC_045512.2_-2_5486_5641"
NC_045512.2_predicted_orf_29,NC_045512.2,5473,5583,-,-3,111,36,GTG,0.4826,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-1_5448_5546,ORF_NC_045512.2_-2_5486_5641"
NC_045512.2_predicted_orf_30,NC_045512.2,5486,5641,-,-2,156,51,TTG,0.4693,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-1_5448_5546,ORF_NC_045512.2_-3_5473_5583"
NC_045512.2_predicted_orf_31,NC_045512.2,5687,5779,-,-2,93,30,ATG,0.5593,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_32,NC_045512.2,5834,6019,-,-2,186,61,TTG,0.508,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+1_5803_5913,ORF_NC_045512.2_+3_5919_6089"
NC_045512.2_predicted_orf_33,NC_045512.2,5980,6072,-,-3,93,30,TTG,0.4083,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_5919_6089"
NC_045512.2_predicted_orf_34,NC_045512.2,6187,6543,-,-3,357,118,GTG,0.8203,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_6156_6350"
NC_045512.2_predicted_orf_35,NC_045512.2,7165,7269,-,-3,105,34,GTG,0.4768,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_36,NC_045512.2,7232,7336,-,-2,105,34,ATG,0.568,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_7236_7367"
NC_045512.2_predicted_orf_37,NC_045512.2,7321,7419,-,-3,99,32,ATG,0.5622,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_38,NC_045512.2,7407,7538,-,-1,132,43,TTG,0.4412,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_7377_7469"
NC_045512.2_predicted_orf_39,NC_045512.2,7688,7825,-,-2,138,45,ATG,0.5987,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_40,NC_045512.2,8044,8148,-,-3,105,34,TTG,0.4182,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_8001_8102"
NC_045512.2_predicted_orf_41,NC_045512.2,8237,8386,-,-2,150,49,GTG,0.5219,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_42,NC_045512.2,8644,8772,-,-3,129,42,GTG,0.4997,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_43,NC_045512.2,8797,8949,-,-3,153,50,ATG,0.6155,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_8856_8975"
NC_045512.2_predicted_orf_44,NC_045512.2,9030,9122,-,-1,93,30,GTG,0.4696,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_8988_9083"
NC_045512.2_predicted_orf_45,NC_045512.2,9107,9223,-,-2,117,38,GTG,0.4879,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_9093_9194,ORF_NC_045512.2_-3_9166_9288"
NC_045512.2_predicted_orf_46,NC_045512.2,9166,9288,-,-3,123,40,TTG,0.4335,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-2_9107_9223,ORF_NC_045512.2_+3_9201_9329"
NC_045512.2_predicted_orf_47,NC_045512.2,9395,9493,-,-2,99,32,ATG,0.5639,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_48,NC_045512.2,10040,10177,-,-2,138,45,ATG,0.5986,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_9918_10115"
NC_045512.2_predicted_orf_49,NC_045512.2,10223,10375,-,-2,153,50,TTG,0.4655,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_10215_10400,ORF_NC_045512.2_-3_10273_10371"
NC_045512.2_predicted_orf_50,NC_045512.2,10503,10649,-,-1,147,48,TTG,0.4585,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_10597_10767"
NC_045512.2_predicted_orf_51,NC_045512.2,10597,10767,-,-3,171,56,TTG,0.4883,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-1_10503_10649"
NC_045512.2_predicted_orf_52,NC_045512.2,10755,10856,-,-1,102,33,ATG,0.5662,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_53,NC_045512.2,10819,11022,-,-3,204,67,GTG,0.5964,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+1_10951_11088"
NC_045512.2_predicted_orf_54,NC_045512.2,11059,11202,-,-3,144,47,GTG,0.5146,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_55,NC_045512.2,11701,11868,-,-3,168,55,GTG,0.5445,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_56,NC_045512.2,11932,12075,-,-3,144,47,TTG,0.4554,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-1_11976_12083"
NC_045512.2_predicted_orf_57,NC_045512.2,11976,12083,-,-1,108,35,TTG,0.4206,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_11932_12075"
NC_045512.2_predicted_orf_58,NC_045512.2,12122,12298,-,-2,177,58,TTG,0.4963,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_12154_12255"
NC_045512.2_predicted_orf_59,NC_045512.2,12283,12486,-,-3,204,67,ATG,0.6864,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+3_12345_12443"
NC_045512.2_predicted_orf_60,NC_045512.2,12592,12765,-,-3,174,57,TTG,0.4923,Overlap,ORF_NC_045512.2_+2_266_13483
NC_045512.2_predicted_orf_61,NC_045512.2,12880,13053,-,-3,174,57,TTG,0.4924,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-1_12957_13058"
NC_045512.2_predicted_orf_62,NC_045512.2,12957,13058,-,-1,102,33,TTG,0.416,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_12880_13053"
NC_045512.2_predicted_orf_63,NC_045512.2,13115,13273,-,-2,159,52,ATG,0.6209,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_+1_13159_13284"
NC_045512.2_predicted_orf_64,NC_045512.2,13270,13368,-,-3,99,32,GTG,0.4734,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-2_13298_13420,ORF_NC_045512.2_+3_13311_13466"
NC_045512.2_predicted_orf_65,NC_045512.2,13298,13420,-,-2,123,40,TTG,0.4339,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-3_13270_13368,ORF_NC_045512.2_+3_13311_13466,ORF_NC_045512.2_-1_13359_13550"
NC_045512.2_predicted_orf_66,NC_045512.2,13359,13550,-,-1,192,63,ATG,0.6638,Overlap,"ORF_NC_045512.2_+2_266_13483,ORF_NC_045512.2_-2_13298_13420,ORF_NC_045512.2_+3_13311_13466"
NC_045512.2_predicted_orf_67,NC_045512.2,13768,21555,+,1,7788,2595,ATG,1.0,Overlap,"ORF_NC_045512.2_-1_13905_14027,ORF_NC_045512.2_-2_13910_14059,ORF_NC_045512.2_+2_14288_14428,ORF_NC_045512.2_-1_14508_14651,ORF_NC_045512.2_+2_14651_14752,ORF_NC_045512.2_+2_14765_14857,ORF_NC_045512.2_-3_14992_15159,ORF_NC_045512.2_+2_15305_15406,ORF_NC_045512.2_+2_15431_15667,ORF_NC_045512.2_-2_15566_15703,ORF_NC_045512.2_-3_15790_15888,ORF_NC_045512.2_-2_15899_16000,ORF_NC_045512.2_-1_16083_16175,ORF_NC_045512.2_+2_16166_16279,ORF_NC_045512.2_-1_16200_16295,ORF_NC_045512.2_-2_16208_16306,ORF_NC_045512.2_+2_16487_16603,ORF_NC_045512.2_+2_16634_16798,ORF_NC_045512.2_-2_16799_16948,ORF_NC_045512.2_+2_16973_17122,ORF_NC_045512.2_-3_17011_17106,ORF_NC_045512.2_-1_17166_17375,ORF_NC_045512.2_-2_17273_17377,ORF_NC_045512.2_-1_17445_17588,ORF_NC_045512.2_-3_17506_17628,ORF_NC_045512.2_+2_17594_17716,ORF_NC_045512.2_-3_17851_17994,ORF_NC_045512.2_-1_17979_18185,ORF_NC_045512.2_-3_18151_18324,ORF_NC_045512.2_-3_18388_18543,ORF_NC_045512.2_+2_18392_18523,ORF_NC_045512.2_-1_18471_18707,ORF_NC_045512.2_+2_18668_18763,ORF_NC_045512.2_-3_18877_18981,ORF_NC_045512.2_-2_19052_19156,ORF_NC_045512.2_-1_19146_19322,ORF_NC_045512.2_+2_19148_19303,ORF_NC_045512.2_-2_19349_19441,ORF_NC_045512.2_-1_19617_19709,ORF_NC_045512.2_-1_19713_19856,ORF_NC_045512.2_-3_19765_20010,ORF_NC_045512.2_-1_19881_19979,ORF_NC_045512.2_-1_20007_20150,ORF_NC_045512.2_+2_20165_20263,ORF_NC_045512.2_-1_20451_20576,ORF_NC_045512.2_-1_20844_21110,ORF_NC_045512.2_-3_20983_21135,ORF_NC_045512.2_+2_20993_21142,ORF_NC_045512.2_-1_21453_21551"
NC_045512.2_predicted_orf_68,NC_045512.2,13905,14027,-,-1,123,40,ATG,0.5838,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-2_13910_14059"
NC_045512.2_predicted_orf_69,NC_045512.2,13910,14059,-,-2,150,49,ATG,0.6122,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-1_13905_14027"
NC_045512.2_predicted_orf_70,NC_045512.2,14508,14651,-,-1,144,47,TTG,0.4553,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_71,NC_045512.2,14992,15159,-,-3,168,55,TTG,0.4845,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_72,NC_045512.2,15566,15703,-,-2,138,45,TTG,0.4485,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_+2_15431_15667"
NC_045512.2_predicted_orf_73,NC_045512.2,15790,15888,-,-3,99,32,ATG,0.5631,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_74,NC_045512.2,15899,16000,-,-2,102,33,GTG,0.4755,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_75,NC_045512.2,16083,16175,-,-1,93,30,GTG,0.4678,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_76,NC_045512.2,16200,16295,-,-1,96,31,ATG,0.5604,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_+2_16166_16279,ORF_NC_045512.2_-2_16208_16306"
NC_045512.2_predicted_orf_77,NC_045512.2,16208,16306,-,-2,99,32,ATG,0.5623,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_+2_16166_16279,ORF_NC_045512.2_-1_16200_16295"
NC_045512.2_predicted_orf_78,NC_045512.2,16799,16948,-,-2,150,49,GTG,0.5219,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_79,NC_045512.2,17011,17106,-,-3,96,31,ATG,0.5616,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_+2_16973_17122"
NC_045512.2_predicted_orf_80,NC_045512.2,17166,17375,-,-1,210,69,GTG,0.6057,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-2_17273_17377"
NC_045512.2_predicted_orf_81,NC_045512.2,17273,17377,-,-2,105,34,TTG,0.4182,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-1_17166_17375"
NC_045512.2_predicted_orf_82,NC_045512.2,17445,17588,-,-1,144,47,GTG,0.5144,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-3_17506_17628"
NC_045512.2_predicted_orf_83,NC_045512.2,17506,17628,-,-3,123,40,ATG,0.5837,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-1_17445_17588"
NC_045512.2_predicted_orf_84,NC_045512.2,17851,17994,-,-3,144,47,TTG,0.455,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_85,NC_045512.2,17979,18185,-,-1,207,68,ATG,0.6911,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_86,NC_045512.2,18151,18324,-,-3,174,57,ATG,0.6423,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_87,NC_045512.2,18388,18543,-,-3,156,51,TTG,0.4693,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_+2_18392_18523,ORF_NC_045512.2_-1_18471_18707"
NC_045512.2_predicted_orf_88,NC_045512.2,18471,18707,-,-1,237,78,GTG,0.6499,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-3_18388_18543,ORF_NC_045512.2_+2_18392_18523"
NC_045512.2_predicted_orf_89,NC_045512.2,18877,18981,-,-3,105,34,GTG,0.4782,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_90,NC_045512.2,19052,19156,-,-2,105,34,GTG,0.4782,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_91,NC_045512.2,19146,19322,-,-1,177,58,GTG,0.5566,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_+2_19148_19303"
NC_045512.2_predicted_orf_92,NC_045512.2,19349,19441,-,-2,93,30,GTG,0.4678,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_93,NC_045512.2,19617,19709,-,-1,93,30,GTG,0.4691,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_94,NC_045512.2,19713,19856,-,-1,144,47,ATG,0.605,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-3_19765_20010"
NC_045512.2_predicted_orf_95,NC_045512.2,19765,20010,-,-3,246,81,TTG,0.6049,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-1_19713_19856,ORF_NC_045512.2_-1_19881_19979"
NC_045512.2_predicted_orf_96,NC_045512.2,20007,20150,-,-1,144,47,TTG,0.4554,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_97,NC_045512.2,20451,20576,-,-1,126,41,TTG,0.4344,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_98,NC_045512.2,20844,21110,-,-1,267,88,GTG,0.6997,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-3_20983_21135,ORF_NC_045512.2_+2_20993_21142"
NC_045512.2_predicted_orf_99,NC_045512.2,20983,21135,-,-3,153,50,TTG,0.4643,Overlap,"ORF_NC_045512.2_+1_13768_21555,ORF_NC_045512.2_-1_20844_21110,ORF_NC_045512.2_+2_20993_21142"
NC_045512.2_predicted_orf_100,NC_045512.2,21453,21551,-,-1,99,32,TTG,0.4085,Overlap,ORF_NC_045512.2_+1_13768_21555
NC_045512.2_predicted_orf_101,NC_045512.2,21521,25384,+,2,3864,1287,TTG,0.85,Overlap,"ORF_NC_045512.2_+3_21606_21863,ORF_NC_045512.2_-2_21911_22183,ORF_NC_045512.2_+3_21918_22199,ORF_NC_045512.2_-3_22372_22482,ORF_NC_045512.2_-3_22501_22596,ORF_NC_045512.2_+3_22539_22724,ORF_NC_045512.2_+3_22773_22865,ORF_NC_045512.2_+3_22884_23093,ORF_NC_045512.2_-3_23074_23322,ORF_NC_045512.2_+3_23106_23201,ORF_NC_045512.2_-2_23198_23494,ORF_NC_045512.2_+3_23211_23357,ORF_NC_045512.2_+3_23385_23513,ORF_NC_045512.2_+3_23526_23624,ORF_NC_045512.2_-2_23537_23632,ORF_NC_045512.2_+3_23640_23756,ORF_NC_045512.2_-3_23680_23919,ORF_NC_045512.2_-1_23751_23912,ORF_NC_045512.2_+3_23877_24041,ORF_NC_045512.2_-3_23926_24159,ORF_NC_045512.2_-2_24023_24178,ORF_NC_045512.2_+3_24045_24170,ORF_NC_045512.2_+3_24225_24329,ORF_NC_045512.2_-2_24242_24367,ORF_NC_045512.2_+3_24330_24440,ORF_NC_045512.2_-3_24406_24555,ORF_NC_045512.2_+3_24633_24743,ORF_NC_045512.2_+1_24688_24813,ORF_NC_045512.2_-2_24725_24826,ORF_NC_045512.2_+3_24762_24875,ORF_NC_045512.2_-1_24786_24899,ORF_NC_045512.2_-2_24851_24988,ORF_NC_045512.2_-3_25099_25368,ORF_NC_045512.2_+1_25195_25287,ORF_NC_045512.2_+3_25311_25448"
NC_045512.2_predicted_orf_102,NC_045512.2,21911,22183,-,-2,273,90,GTG,0.7066,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_21918_22199"
NC_045512.2_predicted_orf_103,NC_045512.2,22372,22482,-,-3,111,36,GTG,0.4834,Overlap,ORF_NC_045512.2_+2_21521_25384
NC_045512.2_predicted_orf_104,NC_045512.2,22501,22596,-,-3,96,31,GTG,0.4712,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_22539_22724"
NC_045512.2_predicted_orf_105,NC_045512.2,23074,23322,-,-3,249,82,ATG,0.76,Overlap,"ORF_NC_045512.2_+2_21521_25384,ORF_NC_045512.2_+3_23106_23201,ORF_NC_045512.2_-2_23198_23494,ORF_NC_045512.2_+3_23211_23357"
