query_id,subject_id,identity_percent,alignment_length,evalue,bitscore,query_coverage,subject_coverage,mismatch,gapopen,qstart,qend,sstart,send,qlen,slen,rejection_reason
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q9W9L6|M1_I77A9,97.2,252,3.71e-170,468.0,100.0,100.0,7,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|A4U7A8|M1_I51A0,97.6,252,5.26e-170,468.0,100.0,100.0,6,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q6XT42|M1_I69A0,97.6,252,5.26e-170,468.0,100.0,100.0,6,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q910N6|M1_I68A4,97.6,252,5.26e-170,468.0,100.0,100.0,6,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|P35937|M1_I77AB,97.2,252,5.26e-170,468.0,100.0,100.0,7,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q89862|M1_I77AC,97.2,252,5.26e-170,468.0,100.0,100.0,7,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q67204|M1_I81A4,97.2,252,7.48e-170,468.0,100.0,100.0,7,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q9EA40|M1_I77A4,97.6,252,1.06e-169,467.0,100.0,100.0,6,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q89562|M1_I61A1,97.2,252,1.06e-169,467.0,100.0,100.0,7,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q8BAC3|M1_I18A0,96.8,252,1.06e-169,467.0,100.0,100.0,8,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|Q67187|M1_I88A5,97.2,252,1.51e-169,467.0,100.0,100.0,7,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_2,sp|A4GBX9|M1_I77AA,96.8,252,2.14e-169,466.0,100.0,100.0,8,0,1,252,1,252,252,252,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P06821|M2_I34A1,91.6,95,3.57e-63,185.0,98.96,97.94,8,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q9IQ49|M2_I000X,90.7,97,2.07e-62,183.0,100.0,100.0,8,1,1,96,1,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4GCI7|M2_I36A0,86.3,95,4.7e-59,175.0,98.96,97.94,13,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P05780|M2_I33A0,84.2,95,3.86e-58,172.0,98.96,97.94,15,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4GCM0|M2_I35A3,84.2,95,1.58e-57,171.0,98.96,97.94,15,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4U6V3|M2_I45A0,82.1,95,2.62e-56,168.0,98.96,97.94,17,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q6XTV0|M2_I67A0,82.1,95,3.72e-56,167.0,98.96,97.94,17,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q8BAC4|M2_I18A0,82.1,95,3.72e-56,167.0,98.96,97.94,17,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q6XU12|M2_I57A0,82.1,95,5.28e-56,167.0,98.96,97.94,17,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P10920|M2_I57A5,82.1,95,7.5e-56,167.0,98.96,97.94,17,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4GCH6|M2_I83A1,81.1,95,7.5e-56,167.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4GCJ8|M2_I80AA,81.1,95,7.5e-56,167.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4GCK9|M2_I43A0,81.1,95,1.51e-55,166.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4U7A7|M2_I51A0,81.1,95,1.51e-55,166.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P10921|M2_I50A0,81.1,95,1.51e-55,166.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q38SQ7|M2_I83A8,81.1,95,1.51e-55,166.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q76V11|M2_I88A3,81.1,95,1.51e-55,166.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q77GW2|M2_I89A2,81.1,95,1.51e-55,166.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P03491|M2_I79A0,81.1,95,2.15e-55,166.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P0DOF5|M2_I72A2,81.1,95,3.06e-55,165.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P0DOF8|M2_I72A8,81.1,95,3.06e-55,165.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|P63232|M2_I73A5,81.1,95,3.06e-55,165.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|Q463X4|M2_I72A3,81.1,95,3.06e-55,165.0,98.96,97.94,18,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
ENA|AF389121|AF389121.1_predicted_orf_9,sp|A4K144|M2_I54A2,80.0,95,3.06e-55,165.0,98.96,97.94,19,0,2,96,3,97,96,97,Alternative match (lower alignment ranking).
